Index,Comment
268,"Sản phẩm dùng tốt, không phàn nàn gì"
269,"Sản phẩm đúng như quảng cáo. Giao hàng nhanh, đóng gói cẩn thận."
270,"Màu đen đẹp xịn mịn,đun nước nhanh,mua được sale 11/11 rẻ."
271,Ok
272,Mới dùng thử thấy ok. Tg sau đánh giá chi tiết hơn. Ship nhiệt tình hàng hoá đóng gói cẩn thận
273,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
274,hài lòng
275,"Hang giao nhanh , chat luong . 5 sao"
276,"Chưa biết sd thế nào, sp nhìn đẹp và người giao hàng nhiệt tình."
277,"Bình sử dụng tốt, đẹp và đóng gói cẩn thận."
278,"Dep , chat luong tot"
279,"Sp y hình, chất lượng tốt"
280,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
281,"Mẫu mã đẹp, giao hàng nhanh, Chưa dùng nên chưa nói dc gì,"
282,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn"
283,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
284,Nắp ấm có vẻ lỏng lẻo
285,"Sản phẩm đẹp, 2 lớp nên chỉ có cảm giác ấm ở thành bình"
286,"Đun sôi nhanh, mẫu mã đẹp"
287,Dùng hơi khác chút vì không có nút mở nắp!
288,"giao hàng nhanh, giá tạm được"
289,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
290,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
291,Chất lượng tốt
292,Bình xài tốt. Nóng nhanh
293,"sản phẩm chính hàng, giá tốt, xài oke, êm hơn các loại khác"
294,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
295,"bình đẹp, giao hàng nhanh"
296,Màu đẹp nhìn chắc chắn dung tinh ổn
297,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
298,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
299,"Hàng đẹp, chất lượng"
300,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
301,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
302,mẫu mã đẹp giá phải chăng
303,"bình rất đẹp, dáng đứng chắc chắn"
304,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
305,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
306,Rất tốt nha
307,Đun siêu nhanh. Chất lượng tốt
308,dùng rất thích. cách nhiệt tạm ổn
309,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
310,"ấm xài tốt, đáng tiền"
311,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
312,Xịn xò
313,Đun sôi nhanh
314,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
315,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
316,Sản phẩm rất tốt
317,"đóng gói tốt, sp đẹp, chưa có lỗi gì, giao nhanh"
318,Giao hàng nhanh. Hàng giao chất lượng. Đóng gói kĩ
319,"Nhận được sản phẩm đóng gói kỹ càng, mới, đẹp, đun tuy nhanh nhưng hơi ồn, thiết kế mở nắp cũng không tiện lắm."
320,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
321,Chất lượng tốt
322,"tốt, nhưng dàn nhựa hơi mảnh"
323,"đun nhanh, máy êm, không ồn, màu đẹp sang cả bếp"
324,Đun sôi nhanh
325,Quas ok
326,Sản phẩm chất lượng tốt. Giá cả phù hợp túi tiền.
327,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
328,"Chắc chắn, đẹp, đun nhanh. Giá cả cũng hợp ly."
329,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
330,"Bình gọn đẹp, xài khoẻ"
331,Ok la
332,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
333,"Sản phẩm sử dụng ok , có kèm bảo hành nên rất an tâm"
334,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
335,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
336,"Bình mẫu mã đẹp, nấu nhanh, dễ sử dụng"
337,"Chất lượng ,chắc chắn"
338,Nắp thao tác hơi khó
339,Đóng gói kĩ giao hàng nhanh
340,"Đẹp đúng mô tả , rất thích"
341,sản phẩm dùng tốt bền màu đen sach sẽ
342,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
343,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
344,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
345,"Giá tốt, TIki Now miễn phí luôn. Hài lòng"
346,"Chất liệu bền, Đun sôi nhanh, Nhỏ gọn"
347,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
348,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
349,"Mẫu mã đẹp, hàng chính hảng."
350,"Giá thành hợp lí
Sản phẩm đẹp👍👍👍"
351,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp"
352,"hàng đẹp, giao hàng nhanh  luôn ủng hộ shop"
353,"Đun sôi nhanh, mẫu mã đẹp"
354,"Bình đẹp, dùng tốt, tiki giao hàng nhanh."
355,"hàng đẹp, chưa thử nên không biết có bền ko nữa."
356,"xài tốt, giao hàng cẩn thận."
357,sản phẩm chất lượng. chưa đầy 2p đã sôi
358,Rất hài lòng
359,"Sản phẩm Sài tốt, dịch vụ giao hàng nhanh"
360,tốt
361,đun nhanh lawmd
362,Dùng ok
363,"Chất liệu bền, Đun sôi nhanh, Nhỏ gọn"
364,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
365,Đun sôi nhanh
366,"Hàng như quảng cáo, vote 5 sao, ghét cái 50 kí tự, thế không biết, chả lẽ trừ sao"
367,"giao nhanh, xài tiện lợi"
368,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
369,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
370,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
371,Dùng ổn.
372,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
373,Xịn - Mịn - Hiệu quả - Giao hành nhanhhhhhhhhh
374,"Giao hàng nhanh , chất lượng như quảng cáo"
375,Dùng ok
376,Su dung okie
377,chưa xài mà nhìn đẹp nên cho 5 sao
378,hàng tốt
379,Mẫu mã đẹp
380,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
381,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
382,đun êm. ổn. hơi khó mở nắp lúc đầu
383,Sản phẩm ok
384,Hai lòng san phẩm tốt
385,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
386,"giao hàng nhanh, ấm sôi rất nhanh ko bị ồn."
387,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
388,Hàng giao nhanh chất lượng sản phẩm ok
389,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
390,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
391,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
392,"Hàng chuẩn, dùng tốt"
393,Oki đẹp tôt
394,"hàng ok, đẹp, nên mua"
395,Đẹp
396,"Dùng rất thích. Chắc chắn, ko bị nóng tay khi rót nước."
397,Hàng đẹp săn được giá rẻ. Ưng ý
398,Đã nhận hàng và thanh toán nhanh gọn.
399,Tot
400,Rất OK mọi người nên mua xài đã lắm👌
401,"Thẩm mỹ khỏi chê, cầm chắc chắn, nước sơn đẹp, lớp bên trong ấm rất sáng và sạch sẽ."
402,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
403,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
404,"giao hàng đúng hẹn, sử dụng tốt,nắp  hơi khó mở"
405,"ấm đẹp, nấu nhanh"
406,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
407,"sản phẩm ok, giá tốt, ủng hộ tiki"
408,"Chất liệu bền, Đun sôi nhanh, Nhỏ gọn"
409,hàng tốt
410,hjj
411,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
412,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
413,Mẫu mã đẹp
414,tốt lắm
415,"Bình dày dặn, nhanh sôi, cho 5 sao chất lượng."
416,đóng gói cẩn thận
417,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
418,Sản phẩm vừa ý giao hàng đúng hẹn
419,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
420,"Mẫu mã đẹp, Nhỏ gọn"
421,"Mẫu mã đẹp, Nhỏ gọn"
422,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
423,"Mẫu mã đẹp, Nhỏ gọn"
424,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
425,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
426,xài tốt
427,"Mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
428,"Mẫu mã đẹp, Nhỏ gọn, tiết kiệm điện"
429,"đóng gói sơ sài, vận chuyển nhanh"
430,"Mình xài đc 1 thời gian rồi, khá là ổn"
431,okkkkkkkkkkkkk
432,Hàng đẹp chính hãng tiki giao nhanh
433,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn"
434,Sản phẩm dùng tốt với tầm giá
435,Ấm tốt. Giao siêu nhanh
436,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn"
437,tuyệt vời
438,rất hài lòng
439,"Đóng gói cẩn thận, giao hàng nhanh"
440,đep ttots
441,xài ok lắm
442,"Bình đen nhìn rất đẹp, đun nhanh"
443,giao hàng nhanh sản phẩm khá là oke
444,"Tuy giao hàng chậm nhưng sản phẩm thấy chất lượng. Hài Lòng, sử dụng thấy tốt hơn mong đợi."
445,hàng rất tôt
446,sp tốt đẹp
447,"Bình chắc chắn, dày , đẹp, đun siêu nhanh"
448,ok
449,Bình đẹp đun nước nhanh sôi tốt
450,Chất lượng tốt
451,Ok
452,"Sản phẩm hàng nhái,không đúng hàng của Lock&Lock"
453,Ok
454,Ấm đun nhanh. Chất lượng 👍
455,Sản phẩm tốt. Hàng chính hãng
456,"Đóng gói cẩn thận, giao hàng nhanh, sản phẩm tốt"
457,"Tiện lợi, mẫu mã đẹp"
458,Good
459,Hàng dùng tốt
460,"Tốt, đáng mua."
461,Sản phẩm okeee
462,Tốt
463,Hàng xài OK . Giao nhanh . Hài lòng
464,"Sản phẩm tốt, giao hàng nhanh chóng"
465,Tốt.
466,Tốt
467,Chất lượng tốt
468,Nấu khá nhanh. Hàng chính hãnh
469,"đúng như hình, nấu cũng ok"
470,giá tốt
471,ok
472,Ok
473,Hi vọng sử dụng oki nè
474,"ấm đẹp, thanh lịch, đóng gói kỹ"
475,"Sản phẩm đẹp, nhìn sang trọng"
476,"hàng đẹp, giao nhanh, dùng tốt"
477,ok
478,ok
479,Hàng chính hãng
480,Dùng tốt.
481,"Sản phẩm rất tốt,hàng giao nhanh,bạn rất nhiệt tình,đóng gói kỹ"
482,Rất tốt.
483,Cực xịn nha =)))
484,sp tốt
485,mẫu mã ok.chưa dùng nên ko biết như nào
486,Sp ok
487,Hài lòng lắm. Cảm ơn shop
488,"hàng dùng ổn, nhưng ấm có vẻ hơi mỏng"
489,Tốt
490,"Giao hàng chính hãng, bình đẹp"
491,Tốt
492,Chất lượng sản phẩm tốt
493,Ấm rất đẹp ạ
494,tốt
495,Good
496,Hàng Lock và Lock tốt !
497,Giao hàng nhanh. Thiết kế khá phù hợp.
498,giao hàng nhanh sản phẩm ok
499,Sp ok
500,Bình dùng tốt
501,sản phẩm chất lượng
502,hàng ok
503,giao hàng nhanh thân thiện
504,Tốt
505,hàng đẹp
506,sp ok
507,"hàng đẹp, cách nhiệt, rất đáng tiền"
508,rất đẹp
509,sp tot
510,Ok
511,Ok
512,Sp tốt
513,Xài tốt
514,Good
515,bình 2 lớp không bị nóng tay ra ngoài như các loại khác.
516,ok
517,Qua oki
518,"Đun nhanh, ko mùi nhựa"
519,tốt
520,Ok
521,ấm đun nhanh
522,good
523,ok
524,Cực kì hài lòng
525,Ok
526,Shipper tuyệt vời
527,"giao hàng nhanh, sp tốt"
528,nice
529,Ok
530,bình sử dụng ổn. giao hàng chậm
531,rất ok
532,Ok hàng đẹp
533,sản phẩm khá tốt
534,Giao hàng nhanh chóng
535,Đẹp. nắp đậy ko biết bền không.
536,Bình nhìn hiện đại đun nhanh
537,Đẹp. Nhanh sôi
538,Tôt
539,Good
540,rất ưng ý
541,ok
542,giao hàng nhanh
543,Chất lượng bình tốt
544,sài quá ok
545,"Chính hãng, hoạt động tốt"
546,tốt
547,hàng đẹp nên mua.
548,Ok
549,Giao hàng nhanh!
550,Rất thích
551,Hàng rất ok
552,"Mua hai chiếc và vẫn dùng tốt, ko bị rỉ sét"
553,xịn xò
554,rất tốt
555,giao hàng nhanh
556,hàng ok nha mn
557,"bình siêu đẹp, xài tốt"
558,Hàng tốt
559,Chat luong
560,Bình đun nhanh
561,Tốt
562,Xịn sò
563,Sản phẩm tốt
564,Tốt ạ
565,Đc
566,Sản phẩm tốt
567,tốt
568,tốt
569,"Đẹp, giá ok"
570,Luôn tin tưởng lock&lock
571,Dùng ok
572,hàng đẹp
573,Ok
574,Tốt
575,ok
576,Sp ok
577,đẹp
578,tiện dụng và đẹp
579,Tốt
580,Tốt
581,tốt
582,tốt
583,"bình đẹp , ko có j để review"
584,Sp đẹp
585,😋
586,tot.
587,"Ấm đun 2 lớp cách nhiệt mà nóng bà cố luôn, chẳng những ko cách nhiệt mà cũng ko giữ nóng, nấu nước sôi để 2 giờ sau nguội. Ấm lock n lock ko biết có phải hàng chính hãng hay hàng giả, mà lỡ mua rôi hy vọng dùng bền cũng được chứ ko thì phí tiền. À mà ấm này n/h 2 năm phati ko shop ? "
588,tốt
589,OK
590,sp tốt
591,"Sp đẹp, tốt"
592,Đẹp
593,Ok
594,OK
595,Bình nhìn bắt mắt. Đun nước tốc độ ổn. Không quá ồn.
596,"Giao hàng chậm chưa từng thấy, một sao"
597,Đẹp rẻ
598,Tốt
599,"Bình tốt, chất lượng."
600,Tốt
601,Giảm giá
602,"sp đẹp, đóng gói cẩn thận, giao hàng nhanh hơn dự kiến"
603,Giao đúng hẹn. Dùng tốt
604,"Đẹp chắc chắn, thiết kế đơn giản  nắp mở  tay."
605,Good
606,Dùng rất tốt
607,tốt
608,tốt
609,"giao hàng đúng hẹn
hàng xài tốt"
610,bình dùng tốt
611,Ok
612,sản phẩm chính hãng
613,"Đẹp, sản phẩm cầm chắc tay. Nên mua"
614,oki
615,hài lòng với sản phẩm được giao
616,cảm ơn Tiki
617,Tốt
618,"Siêu đẹp luôn, cảm ơn tiki nhaaaaa"
619,hài lòng
620,ok nhe
621,Xài tốt!!
622,Giá tốt. Giao nhanh
623,Ok
624,ok
625,giao hang rat nhanh . đóng gói cẩn thận
626,ok
627,Ngon bổ rẻ rất hài lòng
628,Ngon dùng đồ ll vẫn ngon
629,"giao hàng nhanh, đúng mẫu mã"
630,Sản phẩm như mô tả
631,Hàng giao tới được
632,Hàng chính hãng đóng gói cẩn thận
633,"Bình đẹp, dùng tốt"
634,"Đẹp. Mới
Hài lòng"
635,"Ấm đẹp
Không cách nhiệt, nắp khó mở, nút bật nấu khá lỏng
Mới nấu lần đầu đã hơi cháy vàng dưới đáy

Ship nhanh, chất lượng như vậy cũng hợp lý với giá tiền. Nhưng đồ lock lock mà dỏm như vậy mình cũng ko ưng lắm 😌😌 "
636,chuyển hàng nhanh xài tốt
637,Hàng tốt lắm nha
638,Sài tốt
639,Sản phẩm tốt
640,mau sôi
641,sp khá ok
642,rất hài lòng
643,Tốt lắm
644,Sản phẩm dùng ổn
645,Ok
646,"hàng giao bị móp thùng, bình thì bể tay cầm, miếng thì móp --> ko nên mua, tiki đã đồng ý nhận lại nhưng chưa thấy ai đến lấy"
647,Rất tốt
648,rất ưng
649,rất tốt
650,"Bảo hành sản phẩm thế nào ạ, mình mới sử dụng được chừng 1 tháng, mà nhựa phích cắm đã bị chảy, chui cắm rất là nóng, mặc dù nấu xong đã rút ra, nhưng nhựa phích ngày càng bị chảy nhiều, mỗi lần nấu là bị chảy thêm nhựa. "
651,"Bình đun nước sôi rất nhanh. Mình nhận hàng và kiểm tra thử, đun tầm 700ml nước trong vòng khoảng 5' đã sôi. Bình thiết kế đẹp. Sản phẩm báo giao ngày 12/10/2020 nhưng ngày 11/10 mình đã nhận được rồi. Hộp có hơi móp, chắc trong quá trình vận chuyển có nhiều hàng hóa nặng khác. Phần đế (kèm dây điện) hơi lỏng kể cả khi đã lắp bình vào. Mình đã từng mua sản phẩm này thì thấy đế và bình khít nhau, nên khi thấy như vậy không biết có ổn không. Tiki không có chức năng upload video nên mình không up lên được. "
652,"Sản phẩm ko sáng đèn, lúc nhận hàng thấy hộp bị móp, vui lòng đổi lại mới ,"
653,"K hiểu chế độ bảo hành lắm ???
Giao hàng nhanh
Nhưng bền hay k thì k biết
Điểm trừ là giao trời mưa nên hộp bị ướt
Cũng k thấy quấn chống sốc trong quá trình vận chuyển quá ẩu tả khi vỏ là nhựa
Thực sự nhận thùng hàng xong đúng nãn ? "
654,Rao bán có tặng quà là hộp hấp lò vi sóng khi khách mua thì ko có. Qc ***
655,"Sau 1 thời gian sử dụng thì bản thân thấy ổn, nấu nhanh trong khoảng 5p đổ lại, giữ ấm được vài tiếng sau đó. Khuyết điểm duy nhất của ấm cũng như các review khác trong danh sách đã nói, nắp mở cứng và hơi khó khăn, ban đầu mới mua về mình mở cũng rất sợ gãy bản lề, phải nhẹ nhàng "
656,"Hàng đóng gói cẩn thận, nhiều lớp bọc, vỏ hộp không móp méo nhưng một mảng nắp bình đã bị vỡ khi mở hộp. Có thể hàng đã bị vỡ trước khi đóng gói."
657,"Tiki ship hàng nhanh. Brand LocknLock hàng chất lượng. Tiếng ồn khi nấu nước không đáng kể, nước sôi nhanh. Có điều nắp hơi cứng, mở lên mở xuống hơi cực, trừ 1 sao. Với mức giá 350k thì thiết kế này đẹp. Nói chung hài lòng! "
658,"Đóng gói ẩu, khi nhân hàng thùng bị móp và ấm đun bị trầy như hình"
659,"Đã dùng bình được 1 ngày. Sử dụng thấy bình ổn, khi đun hơi ồn. Mua với mức giá sales còn 344k thì thấy chất lượng tương xứng.

Điểm trừ duy nhất là cách đóng gói của Tiki. Hàng điện gia dụng dễ vỡ mà chỉ bọc một lớp màng nhựa, giao về tỉnh lúc nhận hàng nhìn vỏ thùng móp méo mà đánh lô tô trong bụng. May là bình không bị ảnh hưởng. "
660,"Bình siêu tốc này mình mua bị hở ở miệng bình (Giữa phần nhựa và phần inox ở miệng bình không khít). Nắp bình cũng mở ko được. 

Có lẽ đây là cái bình bị lỗi, mà bình lỗi thì không nên giao cho khách ạ.

Mình không hài lòng nhé. Mong Tiki Trading đổi lại cái khác đúng tốt, hoặc hoàn tiền giúp mình ạ. "
661,"Sản phẩm sử dụng ok nha, có điều khâu đóng gói vs vận chuyển k hiểu luôn á. Đóng gói thì zầy nha mọi người, kiểu ừ thì cũng có nhưng có như k vậy thôi đó ?.
Xong đến má shipper GHN, k hiểu t làm gì luôn á mà cái giọng nghe khó chịu vl . Xong t ủi ào xuống nhận hàng cái nhìn mặt kiểu hờn giẫn qq gì trong cuộc đời t cũng k hiểu, mà cầm cái thùng hàng bằng 1 tay giống kiểu phục vụ cf lúc cầm cái mâm ấy :) t k hiểu ? "
662,Thiếu linh kiện (không có chốt của nắp đậy)
663,"Mình mới sử dụng được 2 tháng, thì bình đun đã hư, chập điện, bay mùi khét nhựa, mình đang liên hệ để được bảo hành nhưng ko biết được ko 😞😞😞"
664,"Đơn hàng bể nắp như đã được mở ra trước đó, tin tưởng đặt hàng ở tiki trading nhưng lần này quá thất vọng."
665,"Tạm được, chưa thật sự hài lòng vì bình mỏng manh."
666,"Hàng y hình, vận chuyển nhanh, mỗi tội hộp người móp méo may là ko ảnh hưởng tới chất lượng. Đã dùng thử thấy Ok. Sẽ tiếp tục ủng hộ!"
667,"Hàng mới mua xài dc lần đầu, 7 ngày sau mang ra nấu lại đã có dấu hiệu gỉ sét. Bận bịu ko có thời gian xài liên tục, giờ quá hạn đổi trả rồi chỉ có thể bảo hành. Thương hiệu lớn mà hàng ko hề chất lượng 1 xíu nào. Bình 100k còn xài dc mấy tháng mới có dấu hiệu gỉ sét. Đề nghị tiki liên hệ bảo hành "
668,"Bác nào định mua thì chú ý cái nắp khá khó mở, ko thuận tay, ko có nút bấm cho nắp tự bật lên như hầu hết các ấm siêu tốc khác. Chắc chắn sẽ có ng mắm môi mắm lợi kéo cái nắp lên là sẽ gãy cái lẫy cho mà xem. "
669,"Mới nhận được hàng hôm nay nên mình nấu nước để *** ấm, nhưng điện không vào. Mình muốn đc hỗ trợ đổi trả hàng ngay, mong Tiki sớm hỗ trợ."
670,"Ngoại hình tương đối đẹp, hầu hết là ok, duy chỉ có cách mở nắp thấy khá khó và có thể nguy hiểm khi mở lúc nóng"
671,"Mua hàng xong, bị lỗi không biết phản hồi với chủ shop như thế nào. Hàng giao tới bị gãy và bể 1 phần nắp. Cần hỗ trợ để được đổi lại sản phẩm khác"
672,"tiki cho hỏi mình đặt mua 2 bình đun này hôm 11.11, có ghi nếu mua trên 500k đc tặng bình nước. hôm nay nhận hàng chỉ có 2 bình đun không có bình nước là sao ạ?"
673,Sản phẩm bị bể hoàn toàn phần đầu mặt dù đã mua gói bảo hiểm cho sản phẩm!!!!!!!
674,quá tệ.thùng đóng ngoài thì móp méo.sản phẩm thì bị móp cái miệng như hình...không ưng ý chút nào. yêu cầu đổi lại bình mới hoàn toàn
675,"Tiki làm ăn ẩu tả, hàng hư hỏng bể nát vẫn giao kho khách. Sản phẩm quá tệ"
676,Khi mở hàng ra bị vỡ thì đuổi như thế nào?
677,"Vừa lấy hàng xong, nút nhấn trên nắp ấm bị lỗi, không sử dụng để mở nắp được"
678,mới nấu lần đầu thấy đóm vàng ở đáy. Full bình sôi 6p30s
679,"Màu đen khá sang, bề ngoài nhựa an toàn khi sử dụng, nói chung thiết kế khá ổn. tuy nhiên phần nắp mở ra hơi bất tiện, dùng lâu sợ nhanh hỏng"
680,"Giao bình lỗi nắp, nắp bị lệch ko kín miệng bình"
681,"đế mỏng manh quá, giá mắc hơn bình đun siêu tốc sunhouse nhưng đế mỏng nhìn ko chắc chắn như sunhouse, chỉ được màu đen đẹp thôi.ko bit cái nào bền hơn phải qua 1 thời gian xài thử."
682,Sản phẩm trầy rất nhiều dù mới nhận. Sản phẩm mình bị lỗi nắp lỏng. Đổ nước bung nắm làm xém phỏng. Yêu cầu đổi sản phẩm khác
683,"Tôi mua ấm lock & lock nhưng lại giao electric là sao vì tồi đi công tác người nhà nhận, vui lòng đổi lại sp đúng cho tôi"
684,"Bình  đun  nước  trung quốc , sp ghi ra cho khách  lựa  chọn , sao lại  ghi hàn  quốc để  khách  mua lầm  . Bán  hàng  online  phải  thật  tha sp nhe ."
685,"Chào shop
Mình vừa nhận sản phẩm thì mở ra bên trong đã bị bể ngay phần tay cầm của bình nước
Mong hồi âm sớm từ shop"
686,Bình bị lỗi như này mà mình ko biết liên hệ với shop như thế nào để đổi ạ
687,"Mình mua sản phản xài đc 2 tháng, cảm nhận quá tệ cho 1 thương hiệu lớn, đun nước khoảng 70-80% lượng nước của bình lúc nuốc sôi là bị trào nước, có thể ướt với mặt tiếp xúc điện rất nguy hiểm. Dung tích chỉ có 1.7L để xài an toàn thì đun tầm 1L, với tầm giá sản phẩm thì chọn sản phẩm khác tốt hơn. Quá thất vọng với bình đun L&L. "
688,"mua hàng tiki rất nhiều, nhưng lần này mình thất vọng thật sự, hàng vậy thì dùng đc chứ"
689,"Hàng ko cho ktra ngĩ có 399k ko đáng j mà khui ra bể như vậy,tiki coi làm dùm bên bán hàng làm ăn như vậy đó!"
690,"Bình hỏng nhưng khi gọi lên tiki thì nhận được trả lời phải tự mang bình lên trung tâm bảo hành của lock lock. Sau nhiều cuộc điện thoại thì nhân viên tiki mới đến thu bình và chuyển đến trung tâm bảo hành. Đã hơn 21 ngày theo như thông báo ban đầu nhưng không thấy tiki hay lock lock liên hệ. Gọi *** hỏi thì chỉ nhận được những câu trả lời cho qua. Rất bực mình với chất lượng sản phẩm, thái độ chăm sóc khách hàng và cách làm việc của Tiki trong suốt quá trình này. Châts lượng bình không như mong đợi "
691,"Sản phẩm cứng cáp
Mặt trong toàn bộ bằng inox và không có thanh truyền nhiệt nên nhìn rất sạch đẹp mình khá hài lòng với nội thất và mặt ngoài như có lớp nhũ nhìn cũng khá sang trọng
Duy chỉ có phần nắp không có nút bật mở nên phải dùng lực hơi không tiện lắm "
692,"Giao hàng chậm, lại bị vỡ hỏng mất cái lắp.
Mua hàng của tiki mà thất vọng quá :("
693,"Lần đầu sử dụng cảm thấy ổn. Chỉ có điều chất liệu nhựa làm nắp nhìn không đc đẹp, nhìn như loại nhựa rẻ tiền"
694,"Thấy nhiều review không tốt lắm nhưng mà thấy sale nên mua, bên ngoài thì nhiều vết trầy xướt, ấm mới nhận buổi trưa, sài được khoảng 4 5 lần thì có dấu hiệu của oxy hoá như hình."
695,Nói chung cũng được. Giao hàng tận nơi
696,Cần tiki liên hệ để bảo hành sản phẩm.hiện bình ko vào điện để nấu
697,Nhận hàng đẹp nhưng nấu lần thứ 2 thôi đáy bình đã nổi màu như ảnh.
698,Miệng vòi nước chảy bị méo một chút (tầm 5mm) không biết do gì. Rất may không bị xước và nhìn xa không rõ. Không muốn đổi lại vì mất thời gian. Thiết kế khi mở ấm không tiện/ khó mở.
699,"Lớp nhựa bên ngoài nhìn không dc đẹp, tạm chấp nhận, nấu nước sôi không bị ồn như ấm cũ, sử dụng một thời gian mới đanh giá chính xác"
700,Sản phẩm rất đẹp. Hiện tại tôi chưa nhận được sản phẩm bình nước đi kèm
701,"Đun nhanh, dung tích lớn, mỗi tội là cái nắp hơi bất tiện trong việc mở sau khi đun sôi"
702,"Mình mua về 2 bình.
Một bình có đế cắm dây, một bình không có đế.
Các bạn xem có xử lý giúp mình được không?
Mình chủ quan ưu tiên mua Tikinow nên chỉ mở 1 cái. Còn một cái đến giờ cần dùng mở ra chả thấy đế cấp điện đâu cả. "
703,"Ấm giao bị móp phần lõi phía trong dù bên ngoài ko có dấu hiệu gì
Do cần dùng gấp nên không muốn trả lại hàng nữa"
704,"Sp nhận được bị bể nắp, ko đóng mở được. Đề nghị đổi trả"
705,"Vừa đun lần đầu để khử khuẩn thì phát hiện nắp bị nứt 😑😑😑
Đánh giá 2 sao vì anh shipper nhiệt tình dễ thương thôi."
706,"Tạm ổn. Nắp nhựa hơi xấu, lẫy gài nắp cũng bằng nhựa. Không dùng lẫy mở mà dùng tay kéo mạnh ra để mở nắp tạo cảm giác không an toàn. Tay cầm phía trên vẫn có cảm giác nóng."
